"","BPS_ID","EVT_ID","freq","acres","GROUPVEG","bps_acres","EVT_PHYS","evt_acres"
"37",1614,7972,1770,394,"BPS  Hardwood",3235466,"EVT  Agricultural",602
"38",1614,7973,145982,32466,"BPS  Hardwood",3235466,"EVT  Agricultural",56434
"39",1614,7974,833506,185367,"BPS  Hardwood",3235466,"EVT  Agricultural",647975
"40",1614,7975,773907,172113,"BPS  Hardwood",3235466,"EVT  Agricultural",330931
"41",1614,7976,395835,88032,"BPS  Hardwood",3235466,"EVT  Agricultural",187903
"42",1614,7977,417551,92861,"BPS  Hardwood",3235466,"EVT  Agricultural",215713
"43",1614,7978,78189,17389,"BPS  Hardwood",3235466,"EVT  Agricultural",56033
"44",1614,7979,35,8,"BPS  Hardwood",3235466,"EVT  Agricultural",91
"45",1614,9055,894,199,"BPS  Hardwood",3235466,"EVT  Riparian",12735
"46",1614,9056,7708,1714,"BPS  Hardwood",3235466,"EVT  Riparian",104586
"47",1614,9057,23,5,"BPS  Hardwood",3235466,"EVT  Riparian",238
"48",1614,9088,107,24,"BPS  Hardwood",3235466,"EVT  Conifer",135
"49",1614,9089,35337,7859,"BPS  Hardwood",3235466,"EVT  Conifer",61687
"50",1614,9112,240111,53399,"BPS  Hardwood",3235466,"EVT  Conifer",539567
"51",1614,9114,39,9,"BPS  Hardwood",3235466,"EVT  Riparian",1188
"52",1614,9117,4057,902,"BPS  Hardwood",3235466,"EVT  Riparian",81556
"53",1614,9118,2051,456,"BPS  Hardwood",3235466,"EVT  Riparian",31825
"54",1614,9120,1956,435,"BPS  Hardwood",3235466,"EVT  Riparian",45378
"55",1614,9177,314,70,"BPS  Hardwood",3235466,"EVT  Riparian",2269
"56",1614,9178,841,187,"BPS  Hardwood",3235466,"EVT  Riparian",80534
"57",1614,9179,114,25,"BPS  Hardwood",3235466,"EVT  Riparian",8526
"58",1614,9180,40,9,"BPS  Hardwood",3235466,"EVT  Riparian",1662
"59",1614,9183,89,20,"BPS  Hardwood",3235466,"EVT  Riparian",2476
"60",1614,9202,81,18,"BPS  Hardwood",3235466,"EVT  Riparian",6630
"61",1614,9203,110,24,"BPS  Hardwood",3235466,"EVT  Riparian",1470
"62",1614,9295,51,11,"BPS  Hardwood",3235466,"EVT  Conifer-Hardwood",38
"63",1614,9312,612043,136115,"BPS  Hardwood",3235466,"EVT  Conifer",444827
"64",1614,9314,5575,1240,"BPS  Hardwood",3235466,"EVT  Riparian",5583
"65",1614,9315,332732,73998,"BPS  Hardwood",3235466,"EVT  Conifer-Hardwood",123883
"66",1614,9317,32318,7187,"BPS  Hardwood",3235466,"EVT  Exotic Tree-Shrub",22360
"67",1614,9318,915,203,"BPS  Hardwood",3235466,"EVT  Riparian",2090
"68",1614,9601,4525,1006,"BPS  Hardwood",3235466,"EVT  Grassland",2050
"69",1614,9617,54,12,"BPS  Hardwood",3235466,"EVT  Riparian",2912
"70",1614,9620,1142,254,"BPS  Hardwood",3235466,"EVT  Riparian",26536
"71",1614,9677,1,0,"BPS  Hardwood",3235466,"EVT  Riparian",7
"72",1614,9682,2,0,"BPS  Hardwood",3235466,"EVT  Riparian",15
"73",1614,9683,82,18,"BPS  Hardwood",3235466,"EVT  Riparian",3138
"74",1614,9817,430788,95805,"BPS  Hardwood",3235466,"EVT  Exotic Herbaceous",230309
"75",1615,7238,132616,29493,"BPS  Hardwood",481063,"EVT  Hardwood",649927
"76",1615,7239,50014,11123,"BPS  Hardwood",481063,"EVT  Conifer-Hardwood",276742
"77",1615,7240,5786,1287,"BPS  Hardwood",481063,"EVT  Hardwood",33752
"78",1615,7241,16766,3729,"BPS  Hardwood",481063,"EVT  Conifer-Hardwood",86858
"79",1615,7242,1727,384,"BPS  Hardwood",481063,"EVT  Hardwood",8282
"80",1615,7243,323,72,"BPS  Hardwood",481063,"EVT  Conifer-Hardwood",2505
"81",1615,7290,15,3,"BPS  Hardwood",481063,"EVT  Grassland",451
