"","BPS_ID","EVT_ID","freq","acres","GROUPVEG","bps_acres","EVT_PHYS","evt_acres"
"82",1615,7295,362,81,"BPS  Hardwood",481063,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",9251
"83",1615,7296,32541,7237,"BPS  Hardwood",481063,"EVT  Developed-Low Intensity",116930
"84",1615,7297,11102,2469,"BPS  Hardwood",481063,"EVT  Developed-Medium Intensity",46889
"85",1615,7298,3893,866,"BPS  Hardwood",481063,"EVT  Developed-High Intensity",20824
"86",1615,7299,116974,26014,"BPS  Hardwood",481063,"EVT  Developed-Roads",444910
"87",1615,7301,355529,79068,"BPS  Hardwood",481063,"EVT  Hardwood",1117376
"88",1615,7302,202828,45108,"BPS  Hardwood",481063,"EVT  Hardwood",1403892
"89",1615,7310,12164,2705,"BPS  Hardwood",481063,"EVT  Hardwood",49771
"90",1615,7311,3635,808,"BPS  Hardwood",481063,"EVT  Hardwood",12646
"91",1615,7313,2604,579,"BPS  Hardwood",481063,"EVT  Hardwood",12533
"92",1615,7362,68735,15286,"BPS  Hardwood",481063,"EVT  Conifer",418108
"93",1615,7366,20741,4613,"BPS  Hardwood",481063,"EVT  Conifer",168735
"94",1615,7395,1102,245,"BPS  Hardwood",481063,"EVT  Hardwood",4408
"95",1615,7407,11270,2506,"BPS  Hardwood",481063,"EVT  Conifer",67551
"96",1615,7412,56,12,"BPS  Hardwood",481063,"EVT  Grassland",72
"97",1615,7481,24796,5515,"BPS  Hardwood",481063,"EVT  Riparian",1324313
"98",1615,7518,86,19,"BPS  Hardwood",481063,"EVT  Riparian",673
"99",1615,7905,18334,4077,"BPS  Hardwood",481063,"EVT  Developed",90692
"100",1615,7906,6219,1383,"BPS  Hardwood",481063,"EVT  Developed",57168
"101",1615,7907,5928,1318,"BPS  Hardwood",481063,"EVT  Developed",34311
"102",1615,7908,27706,6162,"BPS  Hardwood",481063,"EVT  Developed",91154
"103",1615,7909,9910,2204,"BPS  Hardwood",481063,"EVT  Developed",31250
"104",1615,7925,4472,995,"BPS  Hardwood",481063,"EVT  Developed",17852
"105",1615,7926,3684,819,"BPS  Hardwood",481063,"EVT  Developed",16062
"106",1615,7927,2081,463,"BPS  Hardwood",481063,"EVT  Developed",9282
"107",1615,7928,149,33,"BPS  Hardwood",481063,"EVT  Developed",646
"108",1615,7929,2231,496,"BPS  Hardwood",481063,"EVT  Developed",9711
"109",1615,7970,7174,1595,"BPS  Hardwood",481063,"EVT  Agricultural",114076
"110",1615,7971,10,2,"BPS  Hardwood",481063,"EVT  Agricultural",820
"111",1615,7972,199,44,"BPS  Hardwood",481063,"EVT  Agricultural",602
"112",1615,7973,23556,5239,"BPS  Hardwood",481063,"EVT  Agricultural",56434
"113",1615,7974,345947,76937,"BPS  Hardwood",481063,"EVT  Agricultural",647975
"114",1615,7975,197024,43817,"BPS  Hardwood",481063,"EVT  Agricultural",330931
"115",1615,7976,78554,17470,"BPS  Hardwood",481063,"EVT  Agricultural",187903
"116",1615,7977,126038,28030,"BPS  Hardwood",481063,"EVT  Agricultural",215713
"117",1615,7978,34598,7694,"BPS  Hardwood",481063,"EVT  Agricultural",56033
"118",1615,7979,4,1,"BPS  Hardwood",481063,"EVT  Agricultural",91
"119",1615,9055,154,34,"BPS  Hardwood",481063,"EVT  Riparian",12735
"120",1615,9056,1949,433,"BPS  Hardwood",481063,"EVT  Riparian",104586
"121",1615,9057,7,2,"BPS  Hardwood",481063,"EVT  Riparian",238
"122",1615,9088,4,1,"BPS  Hardwood",481063,"EVT  Conifer",135
"123",1615,9089,4238,943,"BPS  Hardwood",481063,"EVT  Conifer",61687
"124",1615,9112,33484,7447,"BPS  Hardwood",481063,"EVT  Conifer",539567
"125",1615,9114,9,2,"BPS  Hardwood",481063,"EVT  Riparian",1188
"126",1615,9117,4193,933,"BPS  Hardwood",481063,"EVT  Riparian",81556
"127",1615,9118,497,111,"BPS  Hardwood",481063,"EVT  Riparian",31825
"128",1615,9120,963,214,"BPS  Hardwood",481063,"EVT  Riparian",45378
"129",1615,9177,286,64,"BPS  Hardwood",481063,"EVT  Riparian",2269
"130",1615,9178,3897,867,"BPS  Hardwood",481063,"EVT  Riparian",80534
"131",1615,9179,570,127,"BPS  Hardwood",481063,"EVT  Riparian",8526
"132",1615,9180,101,22,"BPS  Hardwood",481063,"EVT  Riparian",1662
"133",1615,9182,1,0,"BPS  Hardwood",481063,"EVT  Riparian",3
"134",1615,9183,167,37,"BPS  Hardwood",481063,"EVT  Riparian",2476
"135",1615,9202,6,1,"BPS  Hardwood",481063,"EVT  Riparian",6630
"136",1615,9295,2,0,"BPS  Hardwood",481063,"EVT  Conifer-Hardwood",38
"137",1615,9312,47142,10484,"BPS  Hardwood",481063,"EVT  Conifer",444827
"138",1615,9314,3311,736,"BPS  Hardwood",481063,"EVT  Riparian",5583
"139",1615,9315,47841,10640,"BPS  Hardwood",481063,"EVT  Conifer-Hardwood",123883
"140",1615,9317,4465,993,"BPS  Hardwood",481063,"EVT  Exotic Tree-Shrub",22360
"141",1615,9318,592,132,"BPS  Hardwood",481063,"EVT  Riparian",2090
"142",1615,9601,2,0,"BPS  Hardwood",481063,"EVT  Grassland",2050
"143",1615,9617,33,7,"BPS  Hardwood",481063,"EVT  Riparian",2912
"144",1615,9620,491,109,"BPS  Hardwood",481063,"EVT  Riparian",26536
"145",1615,9683,195,43,"BPS  Hardwood",481063,"EVT  Riparian",3138
"146",1615,9817,39022,8678,"BPS  Hardwood",481063,"EVT  Exotic Herbaceous",230309
"147",1617,7238,91,20,"BPS  Hardwood",38448,"EVT  Hardwood",649927
"148",1617,7239,90,20,"BPS  Hardwood",38448,"EVT  Conifer-Hardwood",276742
"149",1617,7240,16,4,"BPS  Hardwood",38448,"EVT  Hardwood",33752
"150",1617,7241,29,6,"BPS  Hardwood",38448,"EVT  Conifer-Hardwood",86858
"151",1617,7290,7,2,"BPS  Hardwood",38448,"EVT  Grassland",451
"152",1617,7296,4658,1036,"BPS  Hardwood",38448,"EVT  Developed-Low Intensity",116930
"153",1617,7297,3344,744,"BPS  Hardwood",38448,"EVT  Developed-Medium Intensity",46889
"154",1617,7298,2384,530,"BPS  Hardwood",38448,"EVT  Developed-High Intensity",20824
"155",1617,7299,13468,2995,"BPS  Hardwood",38448,"EVT  Developed-Roads",444910
"156",1617,7301,2591,576,"BPS  Hardwood",38448,"EVT  Hardwood",1117376
"157",1617,7302,932,207,"BPS  Hardwood",38448,"EVT  Hardwood",1403892
"158",1617,7310,985,219,"BPS  Hardwood",38448,"EVT  Hardwood",49771
"159",1617,7311,564,125,"BPS  Hardwood",38448,"EVT  Hardwood",12646
"160",1617,7313,1147,255,"BPS  Hardwood",38448,"EVT  Hardwood",12533
"161",1617,7362,74,16,"BPS  Hardwood",38448,"EVT  Conifer",418108
"162",1617,7366,34,8,"BPS  Hardwood",38448,"EVT  Conifer",168735
"163",1617,7395,131,29,"BPS  Hardwood",38448,"EVT  Hardwood",4408
"164",1617,7407,1,0,"BPS  Hardwood",38448,"EVT  Conifer",67551
"165",1617,7481,91,20,"BPS  Hardwood",38448,"EVT  Riparian",1324313
"166",1617,7518,1,0,"BPS  Hardwood",38448,"EVT  Riparian",673
"167",1617,7905,582,129,"BPS  Hardwood",38448,"EVT  Developed",90692
"168",1617,7906,146,32,"BPS  Hardwood",38448,"EVT  Developed",57168
"169",1617,7907,259,58,"BPS  Hardwood",38448,"EVT  Developed",34311
"170",1617,7908,3300,734,"BPS  Hardwood",38448,"EVT  Developed",91154
"171",1617,7909,1259,280,"BPS  Hardwood",38448,"EVT  Developed",31250
"172",1617,7925,180,40,"BPS  Hardwood",38448,"EVT  Developed",17852
"173",1617,7926,73,16,"BPS  Hardwood",38448,"EVT  Developed",16062
"174",1617,7927,152,34,"BPS  Hardwood",38448,"EVT  Developed",9282
"175",1617,7928,5,1,"BPS  Hardwood",38448,"EVT  Developed",646
"176",1617,7929,160,36,"BPS  Hardwood",38448,"EVT  Developed",9711
"177",1617,7970,94,21,"BPS  Hardwood",38448,"EVT  Agricultural",114076
"178",1617,7973,747,166,"BPS  Hardwood",38448,"EVT  Agricultural",56434
"179",1617,7974,106758,23742,"BPS  Hardwood",38448,"EVT  Agricultural",647975
"180",1617,7975,12532,2787,"BPS  Hardwood",38448,"EVT  Agricultural",330931
"181",1617,7976,3655,813,"BPS  Hardwood",38448,"EVT  Agricultural",187903
"182",1617,7977,2094,466,"BPS  Hardwood",38448,"EVT  Agricultural",215713
"183",1617,7978,3284,730,"BPS  Hardwood",38448,"EVT  Agricultural",56033
"184",1617,9055,1,0,"BPS  Hardwood",38448,"EVT  Riparian",12735
"185",1617,9056,7,2,"BPS  Hardwood",38448,"EVT  Riparian",104586
"186",1617,9112,337,75,"BPS  Hardwood",38448,"EVT  Conifer",539567
"187",1617,9117,9,2,"BPS  Hardwood",38448,"EVT  Riparian",81556
"188",1617,9118,2,0,"BPS  Hardwood",38448,"EVT  Riparian",31825
"189",1617,9177,73,16,"BPS  Hardwood",38448,"EVT  Riparian",2269
"190",1617,9178,643,143,"BPS  Hardwood",38448,"EVT  Riparian",80534
"191",1617,9179,94,21,"BPS  Hardwood",38448,"EVT  Riparian",8526
"192",1617,9180,14,3,"BPS  Hardwood",38448,"EVT  Riparian",1662
"193",1617,9183,9,2,"BPS  Hardwood",38448,"EVT  Riparian",2476
"194",1617,9202,1,0,"BPS  Hardwood",38448,"EVT  Riparian",6630
"195",1617,9203,5,1,"BPS  Hardwood",38448,"EVT  Riparian",1470
"196",1617,9312,718,160,"BPS  Hardwood",38448,"EVT  Conifer",444827
"197",1617,9314,306,68,"BPS  Hardwood",38448,"EVT  Riparian",5583
"198",1617,9315,3168,705,"BPS  Hardwood",38448,"EVT  Conifer-Hardwood",123883
"199",1617,9317,68,15,"BPS  Hardwood",38448,"EVT  Exotic Tree-Shrub",22360
"200",1617,9318,63,14,"BPS  Hardwood",38448,"EVT  Riparian",2090
"201",1617,9683,42,9,"BPS  Hardwood",38448,"EVT  Riparian",3138
"202",1617,9817,1405,312,"BPS  Hardwood",38448,"EVT  Exotic Herbaceous",230309
"203",1618,7238,1042,232,"BPS  Hardwood",3124,"EVT  Hardwood",649927
"204",1618,7239,753,167,"BPS  Hardwood",3124,"EVT  Conifer-Hardwood",276742
"205",1618,7240,45,10,"BPS  Hardwood",3124,"EVT  Hardwood",33752
"206",1618,7241,227,50,"BPS  Hardwood",3124,"EVT  Conifer-Hardwood",86858
"207",1618,7242,14,3,"BPS  Hardwood",3124,"EVT  Hardwood",8282
"208",1618,7243,2,0,"BPS  Hardwood",3124,"EVT  Conifer-Hardwood",2505
"209",1618,7296,399,89,"BPS  Hardwood",3124,"EVT  Developed-Low Intensity",116930
"210",1618,7297,168,37,"BPS  Hardwood",3124,"EVT  Developed-Medium Intensity",46889
"211",1618,7298,80,18,"BPS  Hardwood",3124,"EVT  Developed-High Intensity",20824
"212",1618,7299,1351,300,"BPS  Hardwood",3124,"EVT  Developed-Roads",444910
"213",1618,7301,1472,327,"BPS  Hardwood",3124,"EVT  Hardwood",1117376
"214",1618,7302,930,207,"BPS  Hardwood",3124,"EVT  Hardwood",1403892
"215",1618,7310,63,14,"BPS  Hardwood",3124,"EVT  Hardwood",49771
"216",1618,7311,30,7,"BPS  Hardwood",3124,"EVT  Hardwood",12646
"217",1618,7313,33,7,"BPS  Hardwood",3124,"EVT  Hardwood",12533
"218",1618,7362,1014,226,"BPS  Hardwood",3124,"EVT  Conifer",418108
"219",1618,7366,447,99,"BPS  Hardwood",3124,"EVT  Conifer",168735
"220",1618,7395,75,17,"BPS  Hardwood",3124,"EVT  Hardwood",4408
"221",1618,7407,135,30,"BPS  Hardwood",3124,"EVT  Conifer",67551
"222",1618,7412,1,0,"BPS  Hardwood",3124,"EVT  Grassland",72
"223",1618,7466,6,1,"BPS  Hardwood",3124,"EVT  Riparian",8303
"224",1618,7481,223,50,"BPS  Hardwood",3124,"EVT  Riparian",1324313
"225",1618,7905,165,37,"BPS  Hardwood",3124,"EVT  Developed",90692
"226",1618,7906,73,16,"BPS  Hardwood",3124,"EVT  Developed",57168
"227",1618,7907,34,8,"BPS  Hardwood",3124,"EVT  Developed",34311
"228",1618,7908,259,58,"BPS  Hardwood",3124,"EVT  Developed",91154
"229",1618,7909,75,17,"BPS  Hardwood",3124,"EVT  Developed",31250
"230",1618,7925,50,11,"BPS  Hardwood",3124,"EVT  Developed",17852
"231",1618,7926,43,10,"BPS  Hardwood",3124,"EVT  Developed",16062
"232",1618,7927,29,6,"BPS  Hardwood",3124,"EVT  Developed",9282
"233",1618,7928,1,0,"BPS  Hardwood",3124,"EVT  Developed",646
"234",1618,7929,36,8,"BPS  Hardwood",3124,"EVT  Developed",9711
"235",1618,7970,217,48,"BPS  Hardwood",3124,"EVT  Agricultural",114076
"236",1618,7972,1,0,"BPS  Hardwood",3124,"EVT  Agricultural",602
"237",1618,7973,119,26,"BPS  Hardwood",3124,"EVT  Agricultural",56434
"238",1618,7974,825,183,"BPS  Hardwood",3124,"EVT  Agricultural",647975
"239",1618,7975,341,76,"BPS  Hardwood",3124,"EVT  Agricultural",330931
"240",1618,7976,467,104,"BPS  Hardwood",3124,"EVT  Agricultural",187903
"241",1618,7977,347,77,"BPS  Hardwood",3124,"EVT  Agricultural",215713
"242",1618,7978,125,28,"BPS  Hardwood",3124,"EVT  Agricultural",56033
"243",1618,9055,1,0,"BPS  Hardwood",3124,"EVT  Riparian",12735
"244",1618,9056,33,7,"BPS  Hardwood",3124,"EVT  Riparian",104586
"245",1618,9089,141,31,"BPS  Hardwood",3124,"EVT  Conifer",61687
"246",1618,9112,809,180,"BPS  Hardwood",3124,"EVT  Conifer",539567
"247",1618,9114,2,0,"BPS  Hardwood",3124,"EVT  Riparian",1188
"248",1618,9117,7,2,"BPS  Hardwood",3124,"EVT  Riparian",81556
"249",1618,9118,1,0,"BPS  Hardwood",3124,"EVT  Riparian",31825
"250",1618,9120,7,2,"BPS  Hardwood",3124,"EVT  Riparian",45378
"251",1618,9177,2,0,"BPS  Hardwood",3124,"EVT  Riparian",2269
"252",1618,9178,77,17,"BPS  Hardwood",3124,"EVT  Riparian",80534
"253",1618,9179,8,2,"BPS  Hardwood",3124,"EVT  Riparian",8526
"254",1618,9180,2,0,"BPS  Hardwood",3124,"EVT  Riparian",1662
"255",1618,9183,1,0,"BPS  Hardwood",3124,"EVT  Riparian",2476
"256",1618,9202,3,1,"BPS  Hardwood",3124,"EVT  Riparian",6630
"257",1618,9295,1,0,"BPS  Hardwood",3124,"EVT  Conifer-Hardwood",38
"258",1618,9312,300,67,"BPS  Hardwood",3124,"EVT  Conifer",444827
"259",1618,9314,16,4,"BPS  Hardwood",3124,"EVT  Riparian",5583
"260",1618,9315,494,110,"BPS  Hardwood",3124,"EVT  Conifer-Hardwood",123883
"261",1618,9317,19,4,"BPS  Hardwood",3124,"EVT  Exotic Tree-Shrub",22360
"262",1618,9318,3,1,"BPS  Hardwood",3124,"EVT  Riparian",2090
"263",1618,9683,3,1,"BPS  Hardwood",3124,"EVT  Riparian",3138
"264",1618,9817,400,89,"BPS  Hardwood",3124,"EVT  Exotic Herbaceous",230309
"265",1619,7238,3311,736,"BPS  Hardwood",161813,"EVT  Hardwood",649927
"266",1619,7239,1351,300,"BPS  Hardwood",161813,"EVT  Conifer-Hardwood",276742
"267",1619,7240,280,62,"BPS  Hardwood",161813,"EVT  Hardwood",33752
"268",1619,7241,512,114,"BPS  Hardwood",161813,"EVT  Conifer-Hardwood",86858
"269",1619,7242,49,11,"BPS  Hardwood",161813,"EVT  Hardwood",8282
"270",1619,7243,13,3,"BPS  Hardwood",161813,"EVT  Conifer-Hardwood",2505
"271",1619,7290,111,25,"BPS  Hardwood",161813,"EVT  Grassland",451
"272",1619,7295,30,7,"BPS  Hardwood",161813,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",9251
"273",1619,7296,36777,8179,"BPS  Hardwood",161813,"EVT  Developed-Low Intensity",116930
"274",1619,7297,20703,4604,"BPS  Hardwood",161813,"EVT  Developed-Medium Intensity",46889
"275",1619,7298,11706,2603,"BPS  Hardwood",161813,"EVT  Developed-High Intensity",20824
"276",1619,7299,61967,13781,"BPS  Hardwood",161813,"EVT  Developed-Roads",444910
"277",1619,7301,7568,1683,"BPS  Hardwood",161813,"EVT  Hardwood",1117376
"278",1619,7302,4003,890,"BPS  Hardwood",161813,"EVT  Hardwood",1403892
"279",1619,7310,4192,932,"BPS  Hardwood",161813,"EVT  Hardwood",49771
"280",1619,7311,1958,435,"BPS  Hardwood",161813,"EVT  Hardwood",12646
"281",1619,7313,5483,1219,"BPS  Hardwood",161813,"EVT  Hardwood",12533
"282",1619,7362,2242,499,"BPS  Hardwood",161813,"EVT  Conifer",418108
"283",1619,7366,1273,283,"BPS  Hardwood",161813,"EVT  Conifer",168735
"284",1619,7394,4,1,"BPS  Hardwood",161813,"EVT  Hardwood",13
"285",1619,7395,2358,524,"BPS  Hardwood",161813,"EVT  Hardwood",4408
"286",1619,7407,320,71,"BPS  Hardwood",161813,"EVT  Conifer",67551
"287",1619,7411,336,75,"BPS  Hardwood",161813,"EVT  Riparian",2312
"288",1619,7466,2,0,"BPS  Hardwood",161813,"EVT  Riparian",8303
"289",1619,7481,1642,365,"BPS  Hardwood",161813,"EVT  Riparian",1324313
"290",1619,7905,6076,1351,"BPS  Hardwood",161813,"EVT  Developed",90692
"291",1619,7906,798,177,"BPS  Hardwood",161813,"EVT  Developed",57168
"292",1619,7907,664,148,"BPS  Hardwood",161813,"EVT  Developed",34311
"293",1619,7908,18748,4169,"BPS  Hardwood",161813,"EVT  Developed",91154
"294",1619,7909,8720,1939,"BPS  Hardwood",161813,"EVT  Developed",31250
"295",1619,7925,665,148,"BPS  Hardwood",161813,"EVT  Developed",17852
"296",1619,7926,379,84,"BPS  Hardwood",161813,"EVT  Developed",16062
"297",1619,7927,532,118,"BPS  Hardwood",161813,"EVT  Developed",9282
"298",1619,7928,34,8,"BPS  Hardwood",161813,"EVT  Developed",646
"299",1619,7929,1332,296,"BPS  Hardwood",161813,"EVT  Developed",9711
"300",1619,7970,553,123,"BPS  Hardwood",161813,"EVT  Agricultural",114076
"301",1619,7972,14,3,"BPS  Hardwood",161813,"EVT  Agricultural",602
"302",1619,7973,2952,657,"BPS  Hardwood",161813,"EVT  Agricultural",56434
"303",1619,7974,396505,88181,"BPS  Hardwood",161813,"EVT  Agricultural",647975
"304",1619,7975,27423,6099,"BPS  Hardwood",161813,"EVT  Agricultural",330931
"305",1619,7976,18435,4100,"BPS  Hardwood",161813,"EVT  Agricultural",187903
"306",1619,7977,10768,2395,"BPS  Hardwood",161813,"EVT  Agricultural",215713
"307",1619,7978,24017,5341,"BPS  Hardwood",161813,"EVT  Agricultural",56033
"308",1619,9055,2,0,"BPS  Hardwood",161813,"EVT  Riparian",12735
"309",1619,9056,35,8,"BPS  Hardwood",161813,"EVT  Riparian",104586
"310",1619,9089,136,30,"BPS  Hardwood",161813,"EVT  Conifer",61687
"311",1619,9112,1700,378,"BPS  Hardwood",161813,"EVT  Conifer",539567
"312",1619,9114,2,0,"BPS  Hardwood",161813,"EVT  Riparian",1188
"313",1619,9117,941,209,"BPS  Hardwood",161813,"EVT  Riparian",81556
"314",1619,9118,20,4,"BPS  Hardwood",161813,"EVT  Riparian",31825
"315",1619,9120,334,74,"BPS  Hardwood",161813,"EVT  Riparian",45378
"316",1619,9177,137,30,"BPS  Hardwood",161813,"EVT  Riparian",2269
"317",1619,9178,2070,460,"BPS  Hardwood",161813,"EVT  Riparian",80534
"318",1619,9179,2038,453,"BPS  Hardwood",161813,"EVT  Riparian",8526
"319",1619,9180,910,202,"BPS  Hardwood",161813,"EVT  Riparian",1662
"320",1619,9183,230,51,"BPS  Hardwood",161813,"EVT  Riparian",2476
"321",1619,9202,110,24,"BPS  Hardwood",161813,"EVT  Riparian",6630
"322",1619,9203,298,66,"BPS  Hardwood",161813,"EVT  Riparian",1470
"323",1619,9312,3393,755,"BPS  Hardwood",161813,"EVT  Conifer",444827
"324",1619,9314,1818,404,"BPS  Hardwood",161813,"EVT  Riparian",5583
"325",1619,9315,12051,2680,"BPS  Hardwood",161813,"EVT  Conifer-Hardwood",123883
"326",1619,9317,409,91,"BPS  Hardwood",161813,"EVT  Exotic Tree-Shrub",22360
"327",1619,9318,1196,266,"BPS  Hardwood",161813,"EVT  Riparian",2090
"328",1619,9617,6,1,"BPS  Hardwood",161813,"EVT  Riparian",2912
"329",1619,9620,54,12,"BPS  Hardwood",161813,"EVT  Riparian",26536
"330",1619,9679,1,0,"BPS  Hardwood",161813,"EVT  Riparian",8
"331",1619,9683,208,46,"BPS  Hardwood",161813,"EVT  Riparian",3138
"332",1619,9817,12689,2822,"BPS  Hardwood",161813,"EVT  Exotic Herbaceous",230309
"333",1620,7238,256204,56978,"BPS  Conifer",311502,"EVT  Hardwood",649927
"334",1620,7239,122610,27268,"BPS  Conifer",311502,"EVT  Conifer-Hardwood",276742
"335",1620,7240,6024,1340,"BPS  Conifer",311502,"EVT  Hardwood",33752
"336",1620,7241,19473,4331,"BPS  Conifer",311502,"EVT  Conifer-Hardwood",86858
"337",1620,7242,2092,465,"BPS  Conifer",311502,"EVT  Hardwood",8282
"338",1620,7243,1869,416,"BPS  Conifer",311502,"EVT  Conifer-Hardwood",2505
"339",1620,7295,1172,261,"BPS  Conifer",311502,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",9251
"340",1620,7296,13904,3092,"BPS  Conifer",311502,"EVT  Developed-Low Intensity",116930
"341",1620,7297,7329,1630,"BPS  Conifer",311502,"EVT  Developed-Medium Intensity",46889
"342",1620,7298,3437,764,"BPS  Conifer",311502,"EVT  Developed-High Intensity",20824
"343",1620,7299,80365,17873,"BPS  Conifer",311502,"EVT  Developed-Roads",444910
"344",1620,7301,182492,40585,"BPS  Conifer",311502,"EVT  Hardwood",1117376
"345",1620,7302,95249,21183,"BPS  Conifer",311502,"EVT  Hardwood",1403892
"346",1620,7310,497,111,"BPS  Conifer",311502,"EVT  Hardwood",49771
"347",1620,7362,118113,26268,"BPS  Conifer",311502,"EVT  Conifer",418108
"348",1620,7366,35175,7823,"BPS  Conifer",311502,"EVT  Conifer",168735
"349",1620,7407,14428,3209,"BPS  Conifer",311502,"EVT  Conifer",67551
"350",1620,7466,403,90,"BPS  Conifer",311502,"EVT  Riparian",8303
"351",1620,7481,11166,2483,"BPS  Conifer",311502,"EVT  Riparian",1324313
"352",1620,7905,18035,4011,"BPS  Conifer",311502,"EVT  Developed",90692
"353",1620,7906,14161,3149,"BPS  Conifer",311502,"EVT  Developed",57168
"354",1620,7907,9078,2019,"BPS  Conifer",311502,"EVT  Developed",34311
"355",1620,7908,11322,2518,"BPS  Conifer",311502,"EVT  Developed",91154
"356",1620,7909,3127,695,"BPS  Conifer",311502,"EVT  Developed",31250
"357",1620,7925,1343,299,"BPS  Conifer",311502,"EVT  Developed",17852
"358",1620,7926,2877,640,"BPS  Conifer",311502,"EVT  Developed",16062
"359",1620,7927,911,203,"BPS  Conifer",311502,"EVT  Developed",9282
"360",1620,7928,43,10,"BPS  Conifer",311502,"EVT  Developed",646
"361",1620,7929,687,153,"BPS  Conifer",311502,"EVT  Developed",9711
"362",1620,7970,420,93,"BPS  Conifer",311502,"EVT  Agricultural",114076
"363",1620,7972,5,1,"BPS  Conifer",311502,"EVT  Agricultural",602
"364",1620,7973,1241,276,"BPS  Conifer",311502,"EVT  Agricultural",56434
"365",1620,7974,2915,648,"BPS  Conifer",311502,"EVT  Agricultural",647975
"366",1620,7975,2740,609,"BPS  Conifer",311502,"EVT  Agricultural",330931
"367",1620,7976,5560,1237,"BPS  Conifer",311502,"EVT  Agricultural",187903
"368",1620,7977,9309,2070,"BPS  Conifer",311502,"EVT  Agricultural",215713
"369",1620,7978,268,60,"BPS  Conifer",311502,"EVT  Agricultural",56033
"370",1620,9055,104,23,"BPS  Conifer",311502,"EVT  Riparian",12735
"371",1620,9056,4914,1093,"BPS  Conifer",311502,"EVT  Riparian",104586
"372",1620,9057,8,2,"BPS  Conifer",311502,"EVT  Riparian",238
"373",1620,9088,31,7,"BPS  Conifer",311502,"EVT  Conifer",135
"374",1620,9089,9129,2030,"BPS  Conifer",311502,"EVT  Conifer",61687
"375",1620,9112,202877,45119,"BPS  Conifer",311502,"EVT  Conifer",539567
"376",1620,9114,18,4,"BPS  Conifer",311502,"EVT  Riparian",1188
"377",1620,9117,442,98,"BPS  Conifer",311502,"EVT  Riparian",81556
"378",1620,9118,830,185,"BPS  Conifer",311502,"EVT  Riparian",31825
"379",1620,9120,368,82,"BPS  Conifer",311502,"EVT  Riparian",45378
"380",1620,9183,1,0,"BPS  Conifer",311502,"EVT  Riparian",2476
"381",1620,9202,87,19,"BPS  Conifer",311502,"EVT  Riparian",6630
"382",1620,9203,31,7,"BPS  Conifer",311502,"EVT  Riparian",1470
"383",1620,9295,10,2,"BPS  Conifer",311502,"EVT  Conifer-Hardwood",38
"384",1620,9312,91700,20394,"BPS  Conifer",311502,"EVT  Conifer",444827
"385",1620,9314,33,7,"BPS  Conifer",311502,"EVT  Riparian",5583
"386",1620,9315,1690,376,"BPS  Conifer",311502,"EVT  Conifer-Hardwood",123883
"387",1620,9317,4085,908,"BPS  Conifer",311502,"EVT  Exotic Tree-Shrub",22360
"388",1620,9318,4,1,"BPS  Conifer",311502,"EVT  Riparian",2090
"389",1620,9601,18,4,"BPS  Conifer",311502,"EVT  Grassland",2050
"390",1620,9617,17,4,"BPS  Conifer",311502,"EVT  Riparian",2912
"391",1620,9620,114,25,"BPS  Conifer",311502,"EVT  Riparian",26536
"392",1620,9817,28118,6253,"BPS  Conifer",311502,"EVT  Exotic Herbaceous",230309
"393",1621,7238,1952,434,"BPS  Conifer",8202,"EVT  Hardwood",649927
"394",1621,7239,1424,317,"BPS  Conifer",8202,"EVT  Conifer-Hardwood",276742
"395",1621,7240,143,32,"BPS  Conifer",8202,"EVT  Hardwood",33752
"396",1621,7241,670,149,"BPS  Conifer",8202,"EVT  Conifer-Hardwood",86858
"397",1621,7242,22,5,"BPS  Conifer",8202,"EVT  Hardwood",8282
"398",1621,7243,9,2,"BPS  Conifer",8202,"EVT  Conifer-Hardwood",2505
"399",1621,7295,34,8,"BPS  Conifer",8202,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",9251
"400",1621,7296,603,134,"BPS  Conifer",8202,"EVT  Developed-Low Intensity",116930
"401",1621,7297,109,24,"BPS  Conifer",8202,"EVT  Developed-Medium Intensity",46889
"402",1621,7298,14,3,"BPS  Conifer",8202,"EVT  Developed-High Intensity",20824
"403",1621,7299,1949,433,"BPS  Conifer",8202,"EVT  Developed-Roads",444910
"404",1621,7301,4519,1005,"BPS  Conifer",8202,"EVT  Hardwood",1117376
"405",1621,7302,2299,511,"BPS  Conifer",8202,"EVT  Hardwood",1403892
"406",1621,7310,92,20,"BPS  Conifer",8202,"EVT  Hardwood",49771
"407",1621,7311,19,4,"BPS  Conifer",8202,"EVT  Hardwood",12646
"408",1621,7313,18,4,"BPS  Conifer",8202,"EVT  Hardwood",12533
"409",1621,7362,2888,642,"BPS  Conifer",8202,"EVT  Conifer",418108
"410",1621,7366,1684,375,"BPS  Conifer",8202,"EVT  Conifer",168735
"411",1621,7407,201,45,"BPS  Conifer",8202,"EVT  Conifer",67551
"412",1621,7466,1,0,"BPS  Conifer",8202,"EVT  Riparian",8303
"413",1621,7481,2161,481,"BPS  Conifer",8202,"EVT  Riparian",1324313
"414",1621,7905,212,47,"BPS  Conifer",8202,"EVT  Developed",90692
"415",1621,7906,800,178,"BPS  Conifer",8202,"EVT  Developed",57168
